Num_ANEW;ANEW;Eng_Word;Ita_Word;WordClass;Specificity_scaled
923;1;overcast;nuvoloso;a;3.485161290322581
912;1;obey;obbedire;v;2.3493064312736447
911;1;obesity;obesità;s;3.9417142857142857
285;1;morgue;obitorio;s;4.227428571428572
-;0;eye;occhio;s;3.457142857142857
1033;1;wink;occhiolino;s;4.314285714285714
297;1;ocean;oceano;s;2.8857142857142857
202;1;hatred;avversione;s;2.6
201;1;hate;odio;s;2.113142857142857
913;1;obnoxious;odioso;a;2.9690322580645163
917;1;offend;offendere;v;2.3114754098360653
959;1;resent;offendersi;v;2.78562421185372
385;1;shadow;ombra;s;3.0
578;1;umbrella;ombrello;s;3.7428571428571433
289;1;murderer;omicida;s;3.2857142857142856
211;1;honor;onore;s;2.6845714285714286
298;1;opinion;opinione;s;1.8571428571428568
925;1;pamphlet;opuscolo;s;3.7428571428571433
919;1;option;opzione;s;1.886857142857143
299;1;orchestra;orchestra;s;3.2857142857142856
-;0;orchid;orchidea;s;4.542857142857144
1014;1;tidy;ordinato;a;3.1290322580645165
-;0;ear;orecchio;s;3.8
920;1;orgasm;orgasmo;s;4.085714285714285
327;1;pride;orgoglio;s;2.8011428571428567
334;1;proud;orgoglioso;a;3.0645161290322585
191;1;gold;oro;s;3.2582857142857145
688;1;clock;orologio;s;3.656
131;1;dreadful;orribile;a;3.0
213;1;horror;orrore;s;2.2
914;1;obscene;osceno;a;3.0645161290322585
215;1;hospital;ospedale;s;3.1714285714285717
915;1;obsession;ossessione;s;2.858285714285714
790;1;hinder;ostacolare;v;2.10718789407314
216;1;hostage;ostaggio;s;3.457142857142857
217;1;hostile;ostile;a;3.1935483870967745
918;1;optimism;ottimismo;s;3.3154285714285714
308;1;peace;pace;s;1.9417142857142855
-;0;pan;padella;s;3.7131428571428566
161;1;father;padre;s;3.2857142857142856
302;1;palace;palazzo;s;2.515428571428572
555;1;dustpan;paletta;s;3.2582857142857145
673;1;bullet;pallottola;s;4.371428571428572
1004;1;swamp;palude;s;3.656
655;1;bench;panca;s;3.141714285714286
601;1;panic;panico;s;2.3714285714285714
-;0;trouser;pantalone;s;3.0845714285714285
304;1;paradise;paradiso;s;2.4582857142857137
926;1;paralysis;paralisi;s;3.1142857142857143
927;1;part;parte;s;1.1714285714285713
928;1;passage;passaggio;s;1.6285714285714286
306;1;passion;passione;s;2.0285714285714285
524;1;pasta;pasta;s;2.3440000000000003
-;0;pastel;pastello;s;3.6011428571428565
314;1;pie;pasticcio;s;2.3440000000000003
930;1;patriot;patriota;s;3.4297142857142857
592;1;fear;paura;s;1.5988571428571428
-;0;floor;pavimento;s;2.9154285714285715
815;1;insane;pazzo;a;2.2567741935483867
393;1;sinful;peccaminoso;a;4.096774193548389
392;1;sin;peccato;s;1.457142857142857
180;1;fur;pelliccia;s;3.6011428571428565
301;1;pain;pena;s;2.0582857142857143
931;1;penalty;penalità;s;2.4582857142857137
932;1;penis;pene;s;3.914285714285714
-;0;pen;penna;s;2.657142857142857
1013;1;thought;pensiero;s;1.9142857142857144
437;1;thoughtful;pensieroso;a;2.8374193548387097
351;1;repentant;pentito;s;3.1714285714285717
-;0;pot;pentola;s;3.457142857142857
310;1;perfection;perfezione;s;1.7999999999999998
713;1;danger;pericolo;s;1.7428571428571429
852;1;lost;perso;a;1.998709677419355
311;1;person;persona;s;1.3702857142857143
1035;1;wit;perspicacia;s;3.2857142857142856
312;1;pervert;pervertito;s;3.8571428571428568
559;1;fish;pesce;s;2.4857142857142858
188;1;gloom;pessimismo;s;2.8011428571428567
313;1;pest;peste;s;3.541714285714286
767;1;gossip;pettegolezzo;s;3.457142857142857
317;1;pleasure;piacere;s;1.4
316;1;plant;pianta;s;1.685714285714286
408;1;square;piazza;s;3.1988571428571433
256;1;lice;pidocchi;s;4.142857142857142
757;1;foot;piede;s;3.685714285714286
940;1;pity;pietà;s;2.515428571428572
843;1;lazy;pigro;a;3.1935483870967745
-;0;pine;pino;s;4.085714285714285
569;1;rain;pioggia;s;3.3725714285714288
939;1;pistol;pistola;s;3.1988571428571433
949;1;python;pitone;s;4.401142857142856
924;1;paint;pitturare;v;3.01765447667087
526;1;pizza;pizza;s;3.7428571428571433
938;1;pinch;pizzicotto;s;4.456
318;1;poetry;poesia;s;2.4857142857142858
-;0;armchair;poltrona;s;3.7725714285714287
130;1;door;porta;s;2.9154285714285715
-;0;ashtray;posacenere;s;4.284571428571429
276;1;mighty;possente;a;3.485161290322581
683;1;chance;possibilità;s;1.4868571428571429
859;1;mail;posta;s;2.8857142857142857
942;1;poster;poster;s;2.5702857142857143
324;1;powerful;potente;a;2.096774193548387
323;1;power;potenza;s;1.7725714285714285
322;1;poverty;povertà;s;1.7154285714285713
325;1;prairie;prateria;s;3.4297142857142857
841;1;lawn;prato;s;2.3714285714285714
553;1;cliff;precipizio;s;3.656
455;1;troubled;preoccupato;a;2.7083870967741936
944;1;pressure;pressione;s;1.9142857142857144
945;1;prestige;prestigio;s;2.0285714285714285
328;1;priest;prete;s;3.1988571428571433
329;1;prison;prigione;s;2.8857142857142857
993;1;spring;primavera;s;2.9428571428571435
330;1;privacy;privacy;s;3.0
454;1;trouble;problema;s;1.2582857142857142
331;1;profit;profitto;s;2.5702857142857143
934;1;perfume;profumo;s;2.1725714285714286
947;1;progress;progresso;s;1.9988571428571429
332;1;promotion;promozione;s;2.142857142857143
492;1;whore;prostituta;s;3.8571428571428568
333;1;protected;protetto;a;3.1935483870967745
585;1;boxer;pugile;s;3.9417142857142857
99;1;dagger;pugnale;s;3.914285714285714
948;1;pungent;pungente;a;3.9341935483870967
335;1;punishment;punizione;s;1.9988571428571429
946;1;prick;puntura;s;3.029714285714286
602;1;pus;pus;s;4.227428571428572
337;1;putrid;putrido;a;5.0
793;1;hooker;puttana;s;3.3154285714285714
411;1;stink;puzza;s;2.0857142857142854
-;0;copybook;quaderno;s;3.141714285714286
950;1;quality;qualità;s;1.5988571428571428
-;0;oak;quercia;s;4.771428571428571
340;1;rabies;rabbia;s;2.4285714285714293
955;1;radiator;radiatore;s;4.170285714285715
341;1;radio;radio;s;2.9154285714285715
954;1;radiant;radioso;a;3.903225806451613
185;1;girl;ragazza;s;2.2274285714285718
835;1;kids;ragazzini;s;2.6
50;1;boy;ragazzo;s;2.5702857142857143
404;1;snuggle;raggomitolarsi;v;5.0
610;1;spider;ragno;s;3.3154285714285714
348;1;regretful;rammaricato;a;4.385806451612903
176;1;frog;rana;s;3.685714285714286
956;1;rancid;rancido;a;4.772903225806452
1005;1;swift;rapido;a;2.450322580645161
621;1;abduction;rapimento;s;3.0845714285714285
964;1;robber;rapinatore;s;4.001142857142857
957;1;razor;rasoio;s;3.9417142857142857
345;1;rat;ratto;s;3.4
247;1;king;re;s;3.3725714285714288
184;1;gift;regalo;s;2.113142857142857
952;1;queen;regina;s;2.8857142857142857
349;1;rejected;respinto;a;3.645161290322581
958;1;reptile;rettile;s;2.5428571428571427
962;1;revolver;revolver;s;4.410285714285714
40;1;blackmail;ricatto;s;3.0845714285714285
359;1;riches;ricchezze;s;1.8571428571428568
488;1;wealthy;ricco;a;2.2567741935483867
358;1;reward;ricompensa;s;2.0857142857142854
433;1;thankful;riconoscente;a;3.2245161290322586
871;1;memories;ricordi;s;2.0582857142857143
360;1;ridicule;ridicolo;a;2.772903225806452
615;1;trash;rifiuto;s;1.9988571428571429
-;0;ruler;righello;s;4.371428571428572
963;1;rigid;rigido;a;2.9354838709677415
350;1;relaxed;rilassato;a;2.419354838709677
347;1;refreshment;rinfresco;s;3.1714285714285717
387;1;sheltered;riparato;a;2.870967741935484
251;1;laughter;risata;s;2.6845714285714286
353;1;reserved;riservato;a;3.0
354;1;respect;rispetto;s;2.142857142857143
355;1;respectful;rispettoso;a;3.1625806451612903
639;1;answer;risposta;s;2.113142857142857
960;1;restaurant;ristorante;s;2.4857142857142858
3;1;achievement;risultato;s;2.1725714285714286
961;1;reunion;riunione;s;2.2868571428571425
356;1;reverent;riverente;a;4.001290322580647
828;1;journal;rivista;s;2.462857142857142
357;1;revolt;rivolta;s;2.5428571428571427
593;1;gun;rivoltella;s;4.170285714285715
965;1;rock;roccia;s;2.3142857142857136
364;1;romantic;romantico;a;3.1290322580645165
570;1;red;rosso;a;3.740645161290322
672;1;broken;rotto;a;3.0335483870967743
975;1;scorching;rovente;a;5.0
904;1;noisy;rumoroso;a;3.4206451612903233
966;1;rough;ruvido;a;3.740645161290322
-;0;willow;salice;s;4.542857142857144
770;1;greet;salutare;v;2.258511979823455
204;1;health;salute;s;2.113142857142857
370;1;salute;saluto;s;2.142857142857143
969;1;save;salvare;v;1.1639344262295084
352;1;rescue;salvataggio;s;2.8285714285714287
373;1;savior;salvatore;s;2.7142857142857144
584;1;bloody;sanguinoso;a;4.259354838709678
30;1;awed;sbalordito;a;3.903225806451613
-;0;stairs;scala;s;2.5428571428571427
971;1;scandal;scandalo;s;2.6845714285714286
363;1;roach;scarafaggio;s;3.7131428571428566
-;0;shoe;scarpa;s;2.4857142857142858
395;1;skeptical;scettico;a;4.259354838709678
826;1;joke;scherzo;s;2.1725714285714286
93;1;crushed;schiacciato;a;3.485161290322581
396;1;slap;schiaffo;s;3.628571428571429
756;1;foam;schiuma;s;2.9428571428571435
389;1;shy;schivo;a;3.6761290322580646
-;0;scarf;sciarpa;s;3.457142857142857
-;0;monkey;scimmia;s;2.9154285714285715
905;1;nonsense;sciocchezza;s;1.9874285714285715
49;1;bowl;scodella;s;3.971428571428572
-;0;colander;scolapasta;s;4.428571428571429
-;0;ink_remover;scolorina;s;4.686857142857144
-;0;scooter;scooter;s;3.6011428571428565
122;1;discouraged;scoraggiato;a;3.549677419354839
378;1;scurvy;scorbuto;s;4.572571428571429
485;1;waste;scorie;s;2.970285714285714
976;1;scorpion;scorpione;s;3.7725714285714287
1036;1;writer;scrittore;s;2.6274285714285712
-;0;desk;scrivania;s;3.7428571428571433
990;1;spanking;sculacciata;s;4.142857142857142
153;1;excuse;scusa;s;1.9142857142857144
123;1;disdainful;sdegnoso;a;3.3225806451612905
66;1;chair;sedia;s;3.4297142857142857
380;1;seat;sedile;s;3.4845714285714284
51;1;breast;seno;s;3.457142857142857
977;1;sentiment;sentimento;s;1.2857142857142856
56;1;burial;sepoltura;s;3.457142857142857
613;1;tank;serbatoio;s;4.001142857142857
464;1;untroubled;sereno;a;1.903225806451613
609;1;snake;serpente;s;2.741714285714286
384;1;sex;sesso;s;1.9988571428571429
391;1;silk;seta;s;4.371428571428572
530;1;sexy;sexy;a;3.0954838709677417
991;1;sphere;sfera;s;2.8011428571428567
999;1;stool;sgabello;s;4.058285714285715
895;1;nasty;sgradevole;a;2.67741935483871
967;1;safe;sicuro;a;2.225806451612903
425;1;syphilis;sifilide;s;4.915428571428572
339;1;quiet;silenzioso;a;3.740645161290322
902;1;nice;simpatico;a;1.8722580645161293
125;1;disloyal;sleale;a;3.516129032258065
403;1;snob;snob;s;3.7428571428571433
985;1;social;socievole;a;2.096774193548387
372;1;satisfied;soddisfatto;a;3.0
418;1;suffocate;soffocare;v;2.6796973518285
132;1;dream;sogno;s;2.2
532;1;sun;sole;s;3.6011428571428565
1003;1;sunlight;soleggiato;a;4.001290322580647
405;1;solemn;solenne;a;4.130322580645162
261;1;lonely;solitario;a;3.549677419354839
260;1;loneliness;solitudine;s;3.141714285714286
12;1;alone;solo;a;2.612903225806452
416;1;subdued;sommesso;a;4.001290322580647
346;1;rattle;sonaglio;s;3.9417142857142857
840;1;lavish;sontuoso;a;3.903225806451613
300;1;overwhelmed;sopraffatto;a;3.7096774193548385
1019;1;treat;sorpresa;s;2.113142857142857
422;1;surprised;sorpreso;a;2.772903225806452
773;1;grin;sorriso;s;3.1714285714285717
423;1;suspicious;sospettoso;a;3.0645161290322585
604;1;scared;spaventato;a;2.806451612903226
163;1;fearful;spaventoso;a;2.9329032258064514
574;1;space;spazio;s;1.1440000000000001
182;1;garbage;spazzatura;s;2.2868571428571425
-;0;mirror;specchio;s;3.1142857142857143
63;1;carefree;spensierato;a;2.9690322580645163
794;1;hope;speranza;s;2.257142857142857
212;1;hopeful;speranzoso;a;3.2580645161290325
34;1;beach;spiaggia;s;3.0
-;0;stapler;spillatrice;s;4.686857142857144
436;1;thorn;spina;s;2.8857142857142857
406;1;spirit;spirito;s;1.7428571428571429
165;1;filth;sporcizia;s;2.4285714285714293
725;1;dirt;sporco;a;2.5819354838709683
670;1;bride;sposa;s;3.3154285714285714
407;1;spouse;sposo;s;3.457142857142857
992;1;spray;spray;s;3.1142857142857143
376;1;scornful;sprezzante;a;4.225806451612904
606;1;shark;squalo;s;4.001142857142857
994;1;stagnant;stagnante;a;4.192258064516129
708;1;crutch;stampella;s;4.314285714285714
882;1;mold;stampo;s;2.2868571428571425
490;1;weary;stanco;a;2.323870967741936
995;1;statue;statua;s;3.6011428571428565
409;1;star;stella;s;2.657142857142857
998;1;stomach;stomaco;s;3.8
208;1;history;storia;s;1.2857142857142856
412;1;street;strada;s;2.1725714285714286
916;1;odd;strano;a;1.0
413;1;stress;stress;s;2.6274285714285712
127;1;distressed;stressato;a;2.9690322580645163
980;1;shriek;strillo;s;3.827428571428572
649;1;banner;striscione;s;3.6011428571428565
861;1;mangle;stritolare;v;4.152585119798234
1001;1;stove;stufa;s;3.685714285714286
410;1;startled;stupefatto;a;4.063225806451611
415;1;stupid;stupido;a;1.5470967741935484
28;1;astonished;stupito;a;2.9045161290322583
344;1;rape;stupro;s;4.085714285714285
417;1;success;successo;s;1.8297142857142856
772;1;grime;sudiciume;s;3.7428571428571433
699;1;cork;sughero;s;4.284571428571429
419;1;suicide;suicidio;s;3.1988571428571433
909;1;nun;suora;s;4.170285714285715
892;1;naked;svestito;a;3.967741935483871
441;1;tobacco;tabacco;s;3.6011428571428565
-;0;chopping_board;tagliere;s;3.7725714285714287
711;1;cut;taglio;s;2.2868571428571425
427;1;talent;talento;s;2.0857142857142854
-;0;carpet;tappeto;s;3.3428571428571425
426;1;table;tavolo;s;3.2285714285714286
1008;1;taxi;taxi;s;4.001142857142857
-;0;baking_pan;teglia;s;3.571428571428572
-;0;pencil_sharpener;temperino;s;4.085714285714285
1000;1;storm;tempesta;s;2.515428571428572
439;1;time;tempo;s;1.5988571428571428
710;1;curtains;tenda;s;3.1714285714285717
1011;1;tender;tenero;a;2.388387096774194
540;1;tennis;tennis;s;3.7428571428571433
434;1;theory;teoria;s;1.6285714285714286
429;1;termite;termite;s;4.428571428571429
1012;1;thermometer;termometro;s;4.371428571428572
134;1;earth;terra;s;2.1725714285714286
-;0;terrace;terrazzo;s;3.2857142857142856
430;1;terrible;terrificante;a;4.161290322580646
614;1;terrorist;terrorista;s;3.827428571428572
432;1;terrified;terrorizzato;a;4.130322580645162
997;1;stiff;teso;a;3.0954838709677417
449;1;treasure;tesoro;s;2.142857142857143
742;1;fabric;tessuto;s;2.142857142857143
-;0;head;testa;s;2.771428571428572
731;1;dreary;tetro;a;3.9341935483870967
-;0;roof;tetto;s;2.6845714285714286
-;0;tiger;tigre;s;3.7725714285714287
440;1;timid;timido;a;2.9690322580645163
442;1;tomb;tomba;s;3.571428571428572
-;0;mouse;topo;s;3.4
444;1;tornado;tornado;s;4.284571428571429
1016;1;tower;torre;s;3.141714285714286
59;1;cake;torta;s;2.771428571428572
445;1;torture;tortura;s;2.9154285714285715
446;1;toxic;tossico;a;3.967741935483871
37;1;betray;tradire;v;2.205548549810845
448;1;traitor;traditore;s;2.858285714285714
447;1;tragedy;tragedia;s;2.4857142857142858
-;0;tram;tram;s;3.656
421;1;sunset;tramonto;s;3.7131428571428566
531;1;skijump;trampolino;s;3.7131428571428566
253;1;leisurely;tranquillo;a;2.032258064516129
616;1;trauma;trauma;s;1.656
-;0;train;treno;s;3.541714285714286
452;1;triumphant;trionfante;a;4.096774193548389
451;1;triumph;trionfo;s;2.741714285714286
368;1;sad;triste;a;1.998709677419355
453;1;trophy;trofeo;s;2.8285714285714287
456;1;trumpet;tromba;s;3.4845714285714284
1020;1;trunk;tronco;s;3.1714285714285717
171;1;fraud;truffa;s;2.9428571428571435
-;0;t-shirt;t-shirt;s;3.886857142857143
510;1;diver;tuffatore;s;3.7428571428571433
459;1;tumor;tumore;s;2.9154285714285715
465;1;upset;turbato;a;3.4206451612903233
38;1;bird;uccello;s;2.142857142857143
568;1;office;ufficio;s;2.2
461;1;ulcer;ulcera;s;4.485714285714286
-;0;olive_tree;ulivo;s;4.0285714285714285
796;1;humane;umano;a;2.419354838709677
219;1;humble;umile;a;2.7083870967741936
797;1;humiliate;umiliare;v;2.9092055485498114
1023;1;unit;unità;s;1.685714285714286
537;1;man;uomo;s;1.7725714285714285
736;1;egg;uovo;s;3.2285714285714286
798;1;hurricane;uragano;s;3.656
617;1;urine;urina;s;4.771428571428571
605;1;scream;urlo;s;3.141714285714286
96;1;custom;usanza;s;2.0857142857142854
1024;1;utensil;utensile;s;1.7999999999999998
791;1;holiday;vacanza;s;2.3440000000000003
1025;1;vagina;vagina;s;4.7782857142857145
402;1;smallpox;vaiolo;s;4.828571428571428
645;1;avalanche;valanga;s;3.3725714285714288
470;1;vampire;vampiro;s;3.7131428571428566
471;1;vandal;vandalo;s;3.3725714285714288
472;1;vanity;vanità;s;3.1988571428571433
629;1;advantage;vantaggio;s;2.257142857142857
652;1;bathtub;vasca;s;3.3725714285714288
-;0;vase;vaso;s;2.858285714285714
277;1;mildew;vecchiume;s;2.6274285714285712
473;1;vehicle;veicolo;s;1.656
319;1;poison;veleno;s;3.0
953;1;quick;veloce;a;2.1277419354838707
386;1;shamed;vergognato;a;3.2245161290322586
458;1;truth;verità;s;2.4285714285714293
661;1;blister;vescica;s;4.284571428571429
484;1;wasp;vespa;s;3.8571428571428568
74;1;clothing;vestito;s;2.3440000000000003
765;1;glass;vetro;s;3.2857142857142856
1018;1;travel;viaggiare;v;1.7566204287515763
1028;1;voyage;viaggio;s;1.9417142857142855
646;1;avenue;viale;s;2.9428571428571435
637;1;alley;vicolo;s;3.1714285714285717
476;1;vigorous;vigoroso;a;3.869677419354839
477;1;village;villaggio;s;2.142857142857143
87;1;cottage;villetta;s;3.1714285714285717
494;1;win;vincere;v;1.2950819672131146
496;1;wine;vino;s;2.858285714285714
478;1;violent;violento;a;3.2580645161290325
579;1;violin;violino;s;4.257142857142857
479;1;virtue;virtù;s;2.0582857142857143
480;1;vision;vista;s;2.0582857142857143
258;1;life;vita;s;1.544
618;1;victim;vittima;s;2.741714285714286
475;1;victory;vittoria;s;2.515428571428572
849;1;lively;vivace;a;2.19483870967742
635;1;alive;vivo;a;2.388387096774194
508;1;desire;voglia;s;1.2285714285714284
481;1;vomit;vomito;s;3.3428571428571425
619;1;volcano;vulcano;s;3.457142857142857
1037;1;yacht;yacht;s;4.542857142857144
371;1;sapphire;zaffiro;s;4.6
885;1;mosquito;zanzara;s;4.629714285714286
1002;1;sugar;zucchero;s;4.001142857142857
